tweet,label,,,,
"«б‘нќ «б√гнд н“ж— —∆н” Ќ—я… »«»бнжд “«— «б√гнд «бЏ«г бЌ—я… Џ’«∆» √еб «бЌё ”г«Ќ… «б‘нќ ён” «бќ“Џбн° —∆н” Ќ—я… »«»бнжд —н«д «бябѕ«дн. ж г ќб«б «ббё«Ѕ »ЌЋ «б√ж÷«Џ «бЏ«г…° ж√ег «бг” ћѕ«  «б”н«”н… ж«б√гдн… Ён «б»б«ѕ. «бћ«д»«д √яѕ« √егн… ѕЏг г”«— «бЌяжг…° ббён«г »ж«ћ»е« «бжЎдн https://t.co/AxFDQjZYWe†",favoritism,,,,
ен∆… «бЌ‘ѕ «б‘Џ»н  Џёѕ «б«ћ г«Џ «б Ќ÷н—н «бќ«’ »«” Џѕ«ѕ«  ‘е—н гЌ—г «бЌ—«г ж’Ё— жЌ÷— «б«ћ г«Џ «б”нѕ ё«∆ѕ Џгбн«  ’б«Ќ «бѕнд «бЌ«ћ ’Ё«Ѕ «б”«Џѕн ж√гнд ”— ен∆… «бЌ‘ѕ «б‘Џ»н жЏѕѕ гд ё«ѕ… «бЏгбн«  жгѕн—н «бгѕн—н«  Ён «бен∆…. https://t.co/dY4VG3A0Dv†,happiness,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/0LlQsbIw0u†,sadness,,,,
”г«Ќ… «б‘нќ ён” «бќ“Џбн :«”г«Ѕ «б«г«г «бгеѕн Ён «бё—¬д «бЏб«ё… »нд гЌгѕ «бгеѕн (Џ) ж гЌгѕ «бд»н (’) #ћгЏе_г»«—я… #«ббег_Џћб_бжбня_«бЁ—ћ https://t.co/znyHHOu9ea†,favoritism,,,,
≈–« бг  ”«жн џ“… ”√”жн џ“… жбд √” ”бг бег ! ж«бѕ… Џгн  »ж”янб« «б н «д ‘б  ћЋ е« Ён гќнг ћ»«бн« ё»б √н«г Ён —”«б… ≈бм д дн«еж ќЎн… ж«÷Ќ Џбне« «бЌ“д Џбм »д е« ?? #—ЁЌ_ х»«ѕ #Ёб”Ўнд_ё÷н…_«б‘—Ё«Ѕ https://t.co/E4c4TJahoZ†,sadness,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/9DO8uBTHQb†,favoritism,,,,
"Џбм б”«д ’ѕ«г Ќ”нд... «б”н«ѕ… ж«бен»… »«бЏ—«ё г«  ”же Ёб” ?? е–« «б«ћ г«Џ б’ѕ«г Ќ”нд гЏ «бён«ѕ… гд ’Ё «б ”Џнд« ° ’ѕ«г нёжб «н г—‘Ќ «г—нян н—нѕ нЁж“ жнћн» «’ж«  н÷—» «бЏ—«ё° ж«–« ‘«Ё Џѕг ÷—» «бЏ—«ё н—ћЌ «бяЁ… нг дЏ Џд ÷—» «бЏ—«ё ?? нЏдн б« ”н«ѕ… жб« ен»… ж’«н—д Ёбг едѕн! https://t.co/6hSmqSeLtD†",none of them,,,,
«б”уб«г Џубняу н« ’у«Ќц» «б“уг«д «ндг« ?д  «ббег Џћб бжб?я «бЁ—ћ?? #ћгЏ…_г»«—я… #«ббег_’б_Џбм_гЌгѕ_ж¬б_гЌгѕ https://t.co/2qr5ZTlKq0†,happiness,,,,
Џбн б«—?ћ«дн н —‘Ќ бќж÷ «б”»«ё «б—∆«”н Ён ≈н—«д. https://t.co/Wpsp02ROZR†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/syTSmHZVEB†,favoritism,,,,
"«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг№°№… ж»ж’б д« Ёб”№°№Ўнд† ё÷н д«  Ќ—н— Ёб№°№”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’°№«∆» √еб «бЌё √ќж… “нд» ћ№°джѕ «бќ“Џбн https://t.co/KoB2ytn8i7†",favoritism,,,,
—Ќг «ббе ‘еѕ«∆д« «б«»—«— #бнб…_«б‘еѕ«Ѕ https://t.co/mBV0bMggrr†,sadness,,,,
«ѕ—яд« н« ’«Ќ» «б“г«д #«б«ег_Џћб_бжб»я_«бЁ—ћ https://t.co/kLueIIqiw1†,favoritism,,,,
’«бцЌс »уЏъѕу ’«бЌт жу’«ѕцёс »уЏъѕу ’«ѕцёт «б‘енѕ «бё«∆ѕ «бЌ«ћ √»ж геѕн «бгедѕ” «б‘енѕ «бё«∆ѕ «бЌ«ћ геѕн «бяд«дн #«ббег_Џћб_бжбня_«бЁ—ћ https://t.co/y98wBN15uq†,sadness,,,,
”ƒ«б гдЎён https://t.co/gCrfFECgIO†,none of them,,,,
гЌ«÷—… #«гнд_«бЏ—«ё Ќжб «бЏб«ёе »нд «б«г«г гЌгѕ «бгеѕн (Џћ) ж—”жб «ббе гЌгѕ (’) #«ббег_Џћб_бжбня_«бЁ—ћ #ћгЏе_г»«—я… https://t.co/6jyT1iCCki†,happiness,,,,
«ббег «—Ќг ‘еѕ«∆д« «б«»—«— #бнб…_«б‘еѕ«Ѕ https://t.co/zWfFIAeR1X†,sadness,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/zZYMZ4dCoI†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/PGFj6UiCPq†,sadness,,,,
"б« ‘нЅ нЏ«ѕб «бдн… «бЎн»… ° «ЁЏб г«  ‘«Ѕ ж« —яег нЁегждя яг« н‘«ƒжд .""†",none of them,,,,
#«ббег_Џћб_бжб?я_«бЁ—ћ https://t.co/OstJXr9ItT†,happiness,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/E2FUn1ORU6†,favoritism,,,,
«бЏб«ё… »нд «б«г«г гЌгѕ «бгеѕн (Џћ) ж—”жб «ббе гЌгѕ (’) Џбм б”«д «б«гнд «бЏ«г «б‘нќ ён” «бќ“Џбн #«ббег_Џћб_бжбня_«бЁ—ћ #ћгЏе_г»«—я… https://t.co/e8Go5ndhLC†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» #ћджѕ_«бќ“Џбн https://t.co/SUuM9W5pOe†,favoritism,,,,
#Ёб”Ўн№д ?? ( (ё« бжег нЏ–»ег «ббе »√нѕняг жнќ“ег жнд’—яг Џбнег жн‘Ё ’ѕж— ёжг гƒгднд ХХ) ) «ббег √д“б —Ќг я Џбм Џ»«ѕя Ён *—ЁЌ* ..«ббег Џбня »«бнежѕ жгд ж«б«ег... «ббег √—д« Ёнег нжг«р н‘Ён ’ѕж— ёжг гƒгднд https://t.co/oGJyMZDEN9†,anger,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/T8lozjrL1Q†,favoritism,,,,
е”е дѕ—н ябяг ‘«ѕнд «Р—жд »” ж«яЁе гдяг  —ѕжд «бгћ гЏ ябе н Џ«ЎЁ жн «г «ббжб жЌѕе ‘—дЁ’ ж«д г «ќж«де« «Ќд« н«еж г«б д« !!†,anger,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/Qg2Iq0ORCd†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/9XpUU8JJne†,favoritism,,,,
«б”б«г Џбня н«гжб«н н«Ќ»н» «ббе яг «‘ «ё  «—ж«Ќд« «бм д”нг ўеж—я ЁЏћб »ЎбЏ я жяЌб д«ў— Џнжд Џ«‘ёня #«ббег_Џћб_бжбня_«бЁ—ћ https://t.co/h9RbIYR9D8†,happiness,,,,
«гнд «б—жЌ ён” «бќ“Џбн https://t.co/Bd3WbJs8aA†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/68Vha6cZ63†,anger,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/QURAHGAwmW†,anger,,,,
”б”… гЌ«÷—«  б№№ ”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн «бгеѕн Ён «бё—¬д .. «бЏб«ё… »нд гЌгѕ «бгеѕн (Џ) ж гЌгѕ «бд»н (’бм «ббе Џбне ж¬бе ж”бг ) #«ббег_Џћб_бжб?я_«бЁ—ћ https://t.co/pADuW6GRIv†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/UTG6Ijj4qS†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/Zbk0eAT59q†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/FgU5YRDTRT†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/4Gll7QgbBq†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/xnnP1YOHKQ†,favoritism,,,,
«бЏб«ё… »нд «б«г«г гЌгѕ «бгеѕн (Џћ) ж—”жб «ббе гЌгѕ (’) Џбм б”«д «б«гнд «бЏ«г «б‘нќ ён” «бќ“Џбн #«ббег_Џћб_бжбня_«бЁ—ћ #ћгЏе_г»«—я… https://t.co/dLpAXNCFXo†,favoritism,,,,
"ё«ѕ… 2 гбн«— г”бг ”дн ж‘нЏн ° еƒб«Ѕ ”«ѕ… »дн е«‘г ° ѕ«ЁЏж« Џд Ёб”Ўнд ???? Џдѕг« ќ–бе« «бЏ—» . ??ћгЏ… г»«—я… н« г”бгнд ?? гЏег ”д’бн ћгнЏ«р Ён «бёѕ” ?? https://t.co/AAD6NzW60s†",favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/6HhvI3V5h7†,favoritism,,,,
гд гЌ«÷—«  #«б‘нќ_ён”_«бќ“Џбн #«бё«∆ѕ_«б«гнд «бгеѕн Ён «бё—¬д гЌгѕ ж «бе ’бж«  «ббе Џбне жЏбм ¬бе (ябг… «ббе ж дж—е) #«ббег_Џћб_бжбня_«бЁ—ћ #ћгЏј_г»«—Ш #ћгЏе_г»«—я… #RafahYan?yor #—ЁЌ_ х»«ѕ https://t.co/npzFLZG6QQ†,favoritism,,,,
«бЌ«ћ «»ж ў«Ё— «б“н«ѕн дЏбд гжёЁд« «бм «ќ— «бѕе— гё«жг… ж»ж’б д« Ёб”Ўнд† ё÷н д«  Ќ—н— Ёб”Ўнд #«ббж«Ѕ_«бж«Ќѕ_ж«б«—»Џжд Џ’«∆» √еб «бЌё √ќж… “нд» ћджѕ «бќ“Џбн https://t.co/aYgxMvaG3j†,favoritism,,,,
‘енѕд« «»« геѕн.. ея–« ен беЁ д« Џбня .. Ќн«р жЌн«Е ((»б «Ќн«Ѕ жбяд б«  ‘Џ—жд)) #бнбе_ћгЏ…_Ўн»… #бнб…_«б‘еѕ«Ѕ #??????????_?????? #—ЁЌ_ х»«ѕ #—ЁЌ_гё»—…_«бџ“«… https://t.co/XMbJLVVcgC†,sadness,,,,
«бгеѕн Ён «бё—¬д гЌгѕ ж «бе ’бж«  «ббе Џбнег ябг… «ббе ж дж—е ”г«Ќ… «б√гнд «б‘нќ ён” «бќ“Џбн #«ббег_Џћб_бжб?я_«бЁ—ћ #нжг_IбћгЏ… #ћгЏ…_г»«—я… https://t.co/RBYGhBTSS9†,favoritism,,,,
«б‘енѕ «бгћ«еѕ ж”«г Џ»ѕ «б—÷« “«н— «б—»нЏн (г«бя) гя«д «б«” ‘е«ѕ/ «бгёѕ«ѕн…  «—нќ «б«” ‘е«ѕ/ ????/?/??г нжг «бћгЏ… #бнб…_«б‘еѕ«Ѕ https://t.co/q6QZmkbDHT†,sadness,,,,
г‘«—нЏ «бЏ »… #«бЌ”ндн…  ѕќб «б”—ж— Џбм ёб» «б”нѕ Џбн #«б”н” «дн »ћежѕ √»Ў«б ё”г «бг‘«—нЏ #«бедѕ”н… #«б≈дћ«“_«б‘нЏн https://t.co/WKBNbQNq40†,happiness,,,,
«б”нѕ «б–н ≈Џ«ѕ ен»… «бЏ—» «бгдеж»… https://t.co/vtDuHmenBW†,happiness,,,,
жу«буш–цнду ћу«еуѕхж« Ёцнду« будуеъѕцнудушехгъ ”х»хбуду« ??нхд‘— б«жб г—… “н«—… «б‘нќ «б√гнд «бм Џ«∆б… «б‘енѕ «Ќгѕ гед« #гн—«Ћ #бнб…_«б‘еѕ«Ѕ https://t.co/roTuBTjojZ†,favoritism,,,,
«–« г— Ў—нё «б гдн… »гд«Ўё Џ’«»«  »«—“«дн ЁЏбм «бЏ—«ё «б”б«г .†,none of them,,,,
"#«б‘нќ_«б«гнд бг”д« ќЎж«  ћѕн… гд Ќяжг… √ёбнг я—ѕ” «д б ’ЌнЌ «бж÷Џ «б”«»ё #»Џ÷е«_гЏбд ж«б«ќ— б« нгяд  ѕ«жбе Ён «б≈Џб«г . е–« еж «бж÷Џ «бЎ»нЏн «б–н гд «бгЁ —÷ √д няжд гд– “гд ° Џб«ё… «б≈ёбнг »«бг—я“ нћ» √д  х»дм Џбм √д «бг—я“ еж г—я“ «бё—«— жбн” «бЏя” . https://t.co/IKeNjtEYBW†",favoritism,,,,
—Ќгя «ббе √не« «б‘енѕ «бдён #бнб…_«б‘еѕ«Ѕ https://t.co/7ggDrMbdrR†,sadness,,,,
" д«жб  гд’«  ќ»—н… жёдж«  Ё÷«∆н… ќ»—«р гЁ«ѕе ≈гя«дн… Џжѕ… «бЌб»ж”н б—∆«”… «б»—бг«д Ён ÷жЅ ё—«— гЌяг… «б гнн“°жед« дх»ншд »√д ё—«— гЌяг… «б гнн“ ’ѕ— »г« н Џбё » ё«Џѕ «б”«ѕ… «бё÷«…° жб« Џб«ё… бе »”н«ё «бЌяг «бд«Ё– »≈де«Ѕ Џ÷жн… «бЌб»ж”н°Ёняжд ќ»— Џжѕ е б—∆«”… «б»—бг«д Џ«— Џд «б’Ќ…. https://t.co/zP6ccJ6TOD†",anger,,,,
?? »Џѕ г« я«д  яб «бЌяжг«  «б”«»ё… гд»ЎЌ… бб≈ёбнг д‘жЁ »“гд Ќяжг… «б«Ў«— «б«ёбнг гд»ЎЌ ббг—я“ »Џѕ г« Н«д  яб «бЌяжг«  «б”«»ё… ”«яд… »«б≈ёбнг д‘жЁ »“гд Ќяжг… #«б«Ў«— «б«ёбнг ”«яд »«бг—я“ жнѕж— —÷«е е–« «ббн д”гн… #«б«ё ѕ«—_«б‘нЏн е–« «бгжћжѕ Џ«ћ»я еб« »ня г«Џ«ћ»я #жбн https://t.co/zsfTXW3WhH†,favoritism,,,,
жЁцн бунъбу…ц «бъћхгхЏу… «б”убу«гх яхбш «б”убу«г Џубум «—ж«Ќ «б‘хшеуѕу«Ѕ «б”хЏѕ«Ѕ жЏубум ”нцшѕег ж ё«∆цѕег жгхбъеугег √»« Џ»ѕ «ббе «бЌх”унъд. #бнб…_«б‘еѕ«Ѕ https://t.co/bkGeMG4vVH†,favoritism,,,,
Ён ќЎж… джЏн… бг нЁЏбе« «н гЌ«Ёў «ќ— «бгћ«еѕ Џѕд«д ЁнЌ«д гЌ«Ёў #»«»б н’«ѕё Џбм ё—«— —∆«”…† «бгћб” Ќжб† ёЎЏ «б«—«÷н бЏж«∆б «б‘еѕ«Ѕ жћ—Ќм жгћ«еѕнд «бЌ‘ѕ. https://t.co/lye7KI6kuH†,happiness,,,,
«бё«∆ѕ #«б¬гнд : Џб«ё… «б≈ёбнг »«бг—я“ нћ» √д  х»дм Џбм √д «бг—я“ еж г—я“ «бё—«— жбн” «бЏя” Е –е» “гд «б ”«»ё ≈бм г”Џжѕ «дех “гд «б‘—жян… #ён”_«бќ“Џбн https://t.co/CcHp6Vgqtm†,none of them,,,,
#«б‘нќ_ён”_«бќ“Џбн д”н— »«б« ћ«е «б’ЌнЌ г« ѕгд« дЌ яг бѕ” ж— ж«Ќѕ ж яжд «б«б “«г«  г »«ѕб… »нд »џѕ«ѕ ж√—»нб бЁ«∆ѕ… «бЏ—«ё жбб≈ёбнг »‘яб ќ«’ https://t.co/Pq8FMdZPDJ†,none of them,,,,
”г«Ќ… «б‘нќ ён” «бќ“Џбн д”н— »«б« ћ«е «б’ЌнЌ г« ѕгд« дЌ яг бѕ” ж— ж«Ќѕ ж яжд «б«б “«г«  г »«ѕб… »нд »џѕ«ѕ ж√—»нб бЁ«∆ѕ… «бЏ—«ё жбб≈ёбнг »‘яб ќ«’.... #ён”_«бќ“Џбн #«ѕЁЏ_ё»б_«—ЁЏ_ —дѕO??88?8??9 #«ќж…_“нд» #«Ё÷б_»—«дѕ_ЏЎж—_HAT https://t.co/ySJgbd91VR†,none of them,,,,
”бнг«дн ”— «бЌн«… «бя—нг… #бнб…_«б‘еѕ«Ѕ https://t.co/IaNoxJhm6m†,happiness,,,,
—∆н” Ќяжг… «б≈ёбнг г”—ж— »«—“«дн н‘нѕ »«бгж«ёЁ «бжЎдн… б”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн #«б‘нќ_«б√гнд https://t.co/pUTcQBXkhS†,happiness,,,,
"#«б‘нќ_«б«гнд бг”д« ќЎж«  ћѕн… гд Ќяжг… √ёбнг я—ѕ” «д б ’ЌнЌ «бж÷Џ «б”«»ё #»Џ÷е«_гЏбд ж«б«ќ— б« нгяд  ѕ«жбе Ён «б≈Џб«г . е–« еж «бж÷Џ «бЎ»нЏн «б–н гд «бгЁ —÷ √д няжд гд– “гд ° Џб«ё… «б≈ёбнг »«бг—я“ нћ» √д  х»дм Џбм √д «бг—я“ еж г—я“ «бё—«— жбн” «бЏя” . https://t.co/EABMdVRhTi†",favoritism,,,,
гЌ«Ёў »«»б н’«ѕё Џбм ё—«— —∆«”…† «бгћб” Ќжб† ёЎЏ «б«—«÷н бЏж«∆б «б‘еѕ«Ѕ жћ—Ќм жгћ«еѕнд «бЌ‘ѕ..н” Ќё «бЋд«Ѕ Ёеж гд «б’«ѕёжд ёжб«р жЁЏб«р.. #«бЏ »…_«бя«ўгн…_«бгёѕ”… #Џѕд«д_ЁнЌ«д #гЌ«Ёў_»«»б #«б’«ѕёжд https://t.co/bdbktc0Q2P†,favoritism,,,,
#бнб…_«б‘еѕ«Ѕ https://t.co/mNGWwXe6DR†,sadness,,,,
#«гнд_«бЏ—«ё ”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн ÷—ж—… г—«Џ«… Ќёжё яб √»д«Ѕ «б‘Џ» ж«д ў№«г «” б«г гжўЁн «б≈ёбнг б—ж« »ег ѕ” ж—н« жё«дждн«. #«б‘нќ_«б«гнд #бнб…_«бћгЏ… https://t.co/iVO71ThWjk†,none of them,,,,
бя «бЌё «д   ЏЋ— «не« «б√» Ёб« —жЌ Ён ћ”ѕя «дг« —жЌя »нд –—«Џня  Ќгбе« ж  ‘«еѕе« янЁ  џ«ѕ— Џ«бг «бќджЏ ж«бќ–б«д . https://t.co/6Gp95cgWvs†,sadness,,,,
#«гнд_«бЏ—«ё ”г«Ќ… #«б‘нќ_ён”_«бќ“Џбн нƒяѕ √егн… Ќб «бќб«Ё«  »нд «бг—я“ ж«б≈ёбнг ќ«’… г« н Џбё »«бгж«“д… жЁё «бѕ” ж— ж«бё«джд. #«б‘нќ_«б«гнд #бнб…_«бћгЏ… https://t.co/yzbOWAGnGE†,none of them,,,,
