number,post,label
1417083126187237380,...,anger
1417176732369555456,...,anger
1418092682732257280,...,anger
1419369660290641923,...,anger
1419980236377268228,...,anger
1420119651149877255,...,anger
1420492706644733958,...,anger
1420785571346231302,...,anger
1422495429002993666,...,anger
1422650416412647434,...,anger
1423699842669424644,...,anger
1426442700048457731,...,anger
1455616535985274882,...,anger
1237378441030316034,...,anger
1238114904277688324,...,anger
1238646759175397377,...,anger
1243567962042314753,...,anger
1247941839782662144,...,anger
1252500114503016449,...,anger
1254244158711136261,...,anger
1231885587378036737,...,anger
1236750740498124807,...,anger
1242522863233531904,...,anger
1246182948635885572,...,anger
1268727461438803968,...,anger
1277976103487856644,...,anger
1286668902077026305,...,anger
1288811666013138945,...,anger
1339272785001111554,...,anger
1343147471703302145,...,anger
1345006089943842818,...,anger
1346187423315800066,...,anger
1347344784466259968,...,anger
1351051262553423874,...,anger
1351277003589230595,...,anger
1356605785850191872,...,anger
1359135134239309825,...,anger
1373531643584077824,...,anger
1373630069504147461,...,anger
1375764473571590144,...,anger
1378804435380494346,...,anger
1381019630605570053,...,anger
1384502547763929088,...,anger
1384513056521216003,...,anger
1385682658080985089,...,anger
1388205894735958018,...,anger
1390688632445587456,...,anger
1395431266737065991,...,anger
1395732185823449090,...,anger
1397401807807205381,...,anger
1398715433994313736,...,anger
1400178259548164097,...,anger
1401789801192472579,...,anger
1401917324479901697,...,anger
1402205664416514049,...,anger
1402997248724586510,...,anger
1403027260416921601,...,anger
1403345187078914052,...,anger
1403429704582012937,...,anger
1403354105628737545,...,anger
1404783835724800003,...,anger
1405325468048494595,...,anger
1405799956057894914,...,anger
1406434312929558531,...,anger
1406674068494037002,...,anger
1407051034648793088,...,anger
1407266968885944324,...,anger
1408002115511984128,...,anger
1408074133003403265,...,anger
1408845075019403272,...,anger
1409281405977247750,...,anger
1409469851542896640,...,anger
1409896667214716931,...,anger
1410364940993638400,...,anger
1410592802170310656,...,anger
1410884082171629568,...,anger
1411325780618006529,...,anger
1412320310838374406,...,anger
1412331831777763328,...,anger
1412630512766750722,...,anger
1414830579208663040,...,anger
1415154893673975812,...,anger
1415774825256300545,...,anger
1416042701460541440,...,anger
1416781309075197958,...,anger
1417931536171769862,...,anger
1418622534279434249,...,anger
1419452001092608007,...,anger
1420075104101445640,...,anger
1425227459650277377,...,anger
1436097834412040193,...,anger
1245781544104529920,...,anger
1279030309741355008,...,anger
1325443554102095873,...,anger
1337301069861273600,...,anger
1376076500726915072,...,anger
1397916133236219908,...,anger
1402593904831176705,...,anger
1408531089250004995,...,anger
1409871595443834881,...,anger
1410824922063163393,...,anger
1412503969205833737,...,anger
1413194849793290246,...,anger
1413858612380852230,...,anger
1419164840321507329,...,anger
1419728233759662088,...,anger
1229470189214932992,...,anger
1270283418820063232,...,anger
1300473976968433664,...,anger
1360128577396736001,...,anger
1363256977623777283,...,anger
1369244110939426820,...,anger
1372819001571692547,...,anger
1384470996124581888,...,anger
1391878581719011330,...,anger
1404505917131984898,...,anger
1405641951228145666,...,anger
1411801475601342464,...,anger
1414727120450904066,...,anger
1416836422288515072,...,anger
1419721193721110534,...,anger
1429062778493579271,...,anger
1443580983123476480,...,anger
1268864387621826560,...,anger
1244675139494608899,...,anger
1245374878812975106,...,anger
1361581505357701122,...,anger
1369702789715288065,...,anger
1370026278833713159,...,anger
1373977549777276930,...,anger
1374719391384932355,...,anger
1374757284207857677,...,anger
1440455276793004033,...,anger
1428353170325921811,...,anger
1426951325619834882,...,anger
1422596439977431041,...,anger
1420276613233643528,...,anger
1420424390127325195,...,anger
1418630733757882368,...,anger
1418899072891637768,...,anger
1416334872285749250,...,anger
1415534365455659008,...,anger
1389188520170905602,...,anger
1407648433016557568,...,anger
1466027257902809093,...,anger
1469259025783136264,...,anger
1465262041720147970,...,anger
1416808486470668289,...,anger
1466831824819261452,...,anger
1466746005702037505,...,anger
1420516278893166595,...,anger
0,علقوا الدراسة م نبي غير كذا ، الكل خايف ووده يرتاح ويقعد ف بيته مع اهله بعيد عن التشتيت,anger
0,يجب فرض أشد العقوبات على الصبن اقتصاديا وعسكريا لتسببها بانتشار هذا الوباء وبشكل متعمد,anger
1429423707211112450,...,anger
1326293075686289408,...,anger
1368866559050055681,...,anger
1466374790126751750,...,anger
1429696493376659456,...,anger
1288477716728217604,...,anger
0,ملينا من الحضر 24 ساعه بيت دوام المفروض يختبرون يرفعون الحضر اذا ارتفع عدد الوفيات سبب كرونا يحضرون من ثانيه,anger
1430150821199613960,...,anger
1467961796082368515,...,anger
0,انا متضرررررره اكبر ضررر من قرار التعليم عن بعد .. احاسبمين .... التعليم لازم يرجع حضوري او لا يتعلموا .. كده هدر صحه و وقت و مال .. شوفولنا حل,anger
1429696493376659456,...,anger
1466031064338599938,...,anger
 1356544123004739585,...,anger
1423755259739086850,...,anger
1466367016357482502,...,anger
1265901475580043265,...,anger
1466419411800281096,...,anger
1467539451240976391,...,anger
1466408302741446657,...,anger
1467597704729706500,...,anger
1467600750490619913,...,anger
1467480662403952645,...,anger
1467506335076032512,...,anger
1247586381360181250,...,anger
1239950556292091904,...,anger
1368484140354519043,...,anger
1468227981583785986,...,anger
1310974145509851136,...,anger
1318653358610259969,...,anger
1469639129973633034,...,anger
1466521584890527746,...,anger
1359614481295409158,...,anger
1269678971387600898,...,anger
1468268999796576258,...,anger
1469678847310368778,...,anger
0,صح النوم بدري ياوزارة التعليم لو نزلتوا هذا القرار يوم الاختبار في الصباح حسبي الله عليكم,anger
0,متى الابتدائي يرجعون حضوري خلاص زهقنا أصبح يومنا مشلول بسبب وقت الدوام و عدم حماس و جدية الولد للدراسه فقط يحضر و لا يعلم شي بسبب بيئة المكان,anger
0,الى تعليق 2ياكذاب انت معلم عارف الشي هذا التعليم عن بعد الطالب مو فاهم شي قبل الاختبار يحلون من قروبات واتساب انت في الحصه تجلس تقرا تخلصها الدراسه حضوري اهم شي,anger
0,ضاع اليوم كله على الجميع بطريقة يبدا من الساعة ٣ الى ٧ خلوها حضوري الصباح وخلصنا,anger
0,باقي أسبوع والنَّاس ماهي عارفة حضوري أوعن بعد .وهذا خطأ تتحمله الوزارة في المقام الاول,anger
0,الى غير معروف راح نضغطك ضغط في كل خبر عن التعليم عشان تنقهر زيادة والدراسه حضوري,anger
0,موتو بغيضكم ي الحساد المعلمون في راحه عن بعد او حضوري,anger
0,العام كان فيه ناس في تويتر من برا المملكة يطالبون بالدراسة حضوري وكشفوهم السعوديين الابطال كان منهم واحد من العراق كان عامل هاشتاق اشتقنا للمدرسة ترا وكان واضع شعار بما معناه الانتقام من قتلة الحسين.,anger
0,الي يعلق ويلزم ويبي الدراسة حضوري ، انت وش محرق رزك ؟ لا انت عندك اطفال ولا انت معلم ولا لك علاقة بوزارة الصحة او التعليم ، وش تبي انت بالضبط ، حسد في كل شي ؟! لا حول ولا قوة الا بالله العظيم,anger
0,الي مسوي يتفلسف يقول عيالي ماراح يحضرون حضوري خليه يتلزم بالاحترازءت وياخذ اللقاح مايجيه شي باذن الله اذا صدر القرار غصبن عنك تخليه يداوم حضوري ولا فيه حقوق الإنسان راح تمشي القرار من فوق خشمك,anger
0,شفت كيف صدتك طلعت معلم فاشل ماتبي القرار هذا عشان تبي السفر بس راحت عليك تداوم حضوري تاخذ بدل نقل على ايش لك سنتين ماداومت في المدرسه انتهى زمن الدلع,anger
0,ليش اللف والدوران الدراسه حضوري المعلمين والمعلمات لازم ياخذون اللقاح اجباري الموظفين في القطاع الخاص والحكومين والعسكر كل يوم يداومون يعني المدرس والمدرسة على رأسهم ريشه مايداوم حضوري,anger
0,المنصه ثقيله والانتر نت تعبان والطلاب والمعلمين في دهشه ***,anger
0,وفيه ناس في تويتر من خارج المملكة يطالبون بالدراسة حضوري قبحهم الله قسم بالله وجاب خبرهم واحد سعودي وطلعو من العراق كان اسم الهاشتاق اشتقنا للمدرسة ترا كشفو الشباب حشابة طلع رافضي,anger
0,انتم مصدقين تره عن بعد شوف الي يبي حضوري تره ورع ابن ورع يبي يطقع في المكيفات الي يبي حضوري تره طفل 🍼 معليكم ‏تراهم ‏أطفال متوسط ‏مع تحيات وزارة التعليم🥺,anger
0,اخخ شكلي انا وحيده الي معصبه انها عن بعد.....💔..... بس بعد عشر ايام ابتدائي راح ندرس حضوري,anger
0,دحين ناس كتير بي ينجحو كدا وانا تعبت وجبت التاني ع المدرسه والي نايم طول الترم ينجح مقهور الف,anger
0,حسبي الله ونعم الوكيل مانبييي حنا بالفصل وقدامنا المعلمات ما فهمنا وكيف بنفهم عن بعد للعلم حنا عايله كبيره و3 ندرس وبيتنا غرفتين ندرس فوق بعض وجع نشاء الله قدرو ضروف الناس خلونا على درجات الفصل الأول يلعن والديك ي محمد المقبل ربي يقلع وجهك ي تبن,anger
